Unnamed,Unnamed: 0,key,question,options,survey,Unnamed: 0.1
1,1,ESSENPOLF1A_W36,"In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36,
51,51,RACESURV19e_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W43,
69,69,FAMSURV23f_W50,"Thinking back to when you started living with your partner, how much, if at all, was it was convenient a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W50,69.0
47,47,WRKTRN1F1_W41,"Over the next 30 years, who should be most responsible for making sure American workers have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']",Pew_American_Trends_Panel_W41,
60,64,EVOPERS3_W34,Thinking about the development of human life on Earth which statement comes closest to your view?,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Humans have existed in their present form since the beginning of time', 'Refused']",Pew_American_Trends_Panel_W34,
80,80,ECON5_e_W54,Do you think the country's current economic conditions are helping or hurting older adults?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",Pew_American_Trends_Panel_W54,
58,58,GAP21Q32_W82,"Now that Joe Biden is president, do you think other countries view the U.S","['A lot more positively', 'A little more positively', 'A little more negatively', 'A lot more negatively', 'Refused']",Pew_American_Trends_Panel_W82,
47,49,GROWUPGUN7_W26,"How often, if ever, did you use air guns, such as paintball, BB or pellet guns when you were growing up?","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']",Pew_American_Trends_Panel_W26,
75,75,BETTERPOL1F1I_W36,"In general, do you think men or women in high political offices are better at serving as a role model for children?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
65,65,RACESURV52MOD_W92,"How much, if at all, would it bother you to regularly hear people speak a language other than English in public places in your community?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']",Pew_American_Trends_Panel_W92,
62,62,IDIMPORT_W43,How important is being Hispanic to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W43,
100,100,RACESURV47e_W43,"For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W43,
70,70,CANDEXP_W92,"How important is it, if at all, that candidates running for high levels of political office have prior government experience?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W92,
24,24,COMMIMPH_W32,"How important is it to you, personally, to live in a community where most people share your religious views","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W32,
75,77,GOPDIRCT_W29,"Thinking about the future of the Republican Party, would you say that you are","['Very optimistic', 'Somewhat optimistic', 'Somewhat pessimistic', 'Very pessimistic', 'Refused']",Pew_American_Trends_Panel_W29,75.0
22,26,EAT5C_W34,"How much health risk, if any, does eating food and drinks with artificial coloring have for the average person over the course of their lifetime?","['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']",Pew_American_Trends_Panel_W34,
0,0,FIN_SIT_W54,How would you describe your household's financial situation?,"['Live comfortably', 'Meet your basic expenses with a little left over for extras', 'Just meet your basic expenses', ""Don't even have enough to meet basic expenses"", 'Refused']",Pew_American_Trends_Panel_W54,
44,44,POLINTOL2_a_W92,"In general, how comfortable do you think Republicans in this country are to freely and openly express their political views?","['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not at all comfortable', 'Refused']",Pew_American_Trends_Panel_W92,
66,66,NEIGHKIDS_W32,Do you have any neighbors you would feel comfortable asking to watch your children for half an hour in a pinch?,"['Yes', 'No', 'Does not apply', 'Refused']",Pew_American_Trends_Panel_W32,
18,18,COMMIMPB_W32,"How important is it to you, personally, to live in a community that is a good place to raise children","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W32,
38,38,GAP21Q19_e_W82,How much confidence do you have in french President Emmanuel Macron to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",Pew_American_Trends_Panel_W82,
62,62,NEIGHINTERB_W32,"In general, how often, if ever, would you say you talk on the phone with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']",Pew_American_Trends_Panel_W32,
79,79,BETTERPOL2F1D_W36,"And thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with national security and defense?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
6,6,WORRYE_W26,"How much, if at all, do you worry about the following happening to you? Being the victim of a violent crime","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']",Pew_American_Trends_Panel_W26,
15,15,FAMSURV3_W50,Do you think it is ever acceptable for an unmarried couple to live together?,"[""Yes, even if they don't plan to get married"", 'Yes, but only if they plan to get married', 'No, never acceptable', 'Refused']",Pew_American_Trends_Panel_W50,15.0
71,71,IMMIMPACT_W32,"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']",Pew_American_Trends_Panel_W32,
84,84,SOLVPROBdF1_W41,"In the future, what kind of an impact do you think the government in Washington will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_W41,
37,37,GOVPRIOfF1_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing military spending?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W41,
34,34,GAP21Q19_a_W82,How much confidence do you have in us President Joe Biden to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",Pew_American_Trends_Panel_W82,
97,97,RACESURV47b_W43,"For each, please indicate if you, personally, think it is acceptable. A black person using the n-word","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W43,
54,54,AUTOLKLY_W41,"Within the next 30 years, how likely do you think it is that the type of work that you do will be done by robots or computers? Do you think this will","['Definitely happen', 'Probably happen', 'Probably not happen', 'Definitely not happen', 'Refused']",Pew_American_Trends_Panel_W41,
35,35,GAP21Q19_b_W82,How much confidence do you have in chinese President Xi Jinping to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",Pew_American_Trends_Panel_W82,
50,52,GUNRESPNOKIDSC_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W26,
30,30,BENEFITGOV_W49,How much do you feel you personally benefit from the data the government collects about you?,"['A great deal', 'Some', 'Very little', 'None', 'Refused']",Pew_American_Trends_Panel_W49,
3,3,WORRYB_W26,"How much, if at all, do you worry about the following happening to you? Being the victim of a terrorist attack","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']",Pew_American_Trends_Panel_W26,
21,23,GUNIDENTITY_W26,"How important, if at all, is being a gun owner to your overall identity?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W26,
21,21,FAMSURV6_W50,"How do you feel about allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits?","['Strongly favor', 'Somewhat favor', 'Somewhat oppose', 'Strongly oppose', 'Refused']",Pew_American_Trends_Panel_W50,21.0
17,17,HAPPEN2f_W41,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']",Pew_American_Trends_Panel_W41,
84,84,ETHNCMAJ_W32,"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this is","['Good for the country', 'Bad for the country', 'Neither good nor bad for the country', 'Refused']",Pew_American_Trends_Panel_W32,
72,72,MARRYPREF2_W50,"Thinking about the future, would you say you","['Want to get married again someday', ""Don't want to get married again"", 'Are not sure if you want to get married again', 'Refused']",Pew_American_Trends_Panel_W50,72.0
61,61,IDIMPORT_W43,How important is being black to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W43,
50,50,GAP21Q26_b_W82,Would you say the United Nations are doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",Pew_American_Trends_Panel_W82,
100,100,WORRY2d_W54,"How often, if ever, do you worry about the cost of health care for you and your family?","['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']",Pew_American_Trends_Panel_W54,
39,39,WHYNOTPOLF1E_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Fewer women have the experience required for higher office,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
32,34,GUNLOCKED2_W26,"In general, is the gun in your home kept in a locked place, or not?","['Yes, kept in a locked place', 'No, not kept in a locked place', 'Refused']",Pew_American_Trends_Panel_W26,
90,90,E5MOD_W50,"Is your spouse/partner now employed full-time, part-time or not employed?","['Full-time', 'Part-time', 'Not employed', 'Refused']",Pew_American_Trends_Panel_W50,90.0
81,81,ECON5_f_W54,Do you think the country's current economic conditions are helping or hurting young adults?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",Pew_American_Trends_Panel_W54,
71,71,LEGALIMMIGAMT_W92,Do you think the number of legal immigrants the U.S. admits should,"['Increase a lot', 'Increase a little', 'Stay about the same', 'Decrease a little', 'Decrease a lot', 'Refused']",Pew_American_Trends_Panel_W92,
48,48,INEQ5_a_W54,"How much, if at all, do you think the outsourcing of jobs to other countries contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']",Pew_American_Trends_Panel_W54,
21,21,RQ4_F1Ab_W42,"Thinking about medical research scientists, how often would you say they provide fair and accurate information when making statements about their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_W42,
52,52,INEQ5_e_W54,"How much, if at all, do you think not enough regulation of major corporations contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']",Pew_American_Trends_Panel_W54,
63,65,GUNSAFETYKIDS_W26,"For this question, please think about your child or children who are under 18. Have you ever talked with your child or children about gun safety?","['Yes', 'No', 'I do not have children under 18', 'Refused']",Pew_American_Trends_Panel_W26,
51,51,GAP21Q26_c_W82,Would you say China is doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",Pew_American_Trends_Panel_W82,
72,72,ETHNCMAJMOD_W41,"According to the U.S. Census Bureau, by the year 2050, a majority of the population will be made up of blacks, Asians, Hispanics, and other racial minorities. In terms of its impact on the country, do you think this will be","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']",Pew_American_Trends_Panel_W41,
77,77,RACESURV34b_W43,"Overall, how much has being a man/Being a woman/Your gender helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']",Pew_American_Trends_Panel_W43,
106,106,TRAITPOLWF1G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
79,79,ECON5_d_W54,Do you think the country's current economic conditions are helping or hurting people who are poor?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",Pew_American_Trends_Panel_W54,
22,22,COMMIMPF_W32,"How important is it to you, personally, to live in a community where you have family nearby","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W32,
84,84,GAP21Q34_f_W82,"Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do deal effectively with China?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",Pew_American_Trends_Panel_W82,
23,23,RACESURV5i_W43,"Overall, how does being a man affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_W43,
66,66,ELECT_IMPT3_PRVFR_W92,"Thinking about elections in the country, how important, if at all, is people who are not legally qualified to vote are prevented from casting a ballot?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W92,
60,60,WHYNOTBIZF2O_W36,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Sexual harassment creates an environment that makes it harder for women to succeed in business","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
18,22,FUD22_W34,How much of the food you eat is organic?,"['Most of it', 'Some of it', 'Not too much', 'None at all', 'Refused']",Pew_American_Trends_Panel_W34,
19,19,COMMIMPC_W32,"How important is it to you, personally, to live in a community that is racially and ethnically diverse","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W32,
69,69,ELECT_CONF3_PRVSUP_W92,"Still thinking about elections in the country, how confident, if at all, are you that people who are legally qualified and want to vote are able to cast a ballot","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",Pew_American_Trends_Panel_W92,
67,67,RACESURV28c_W43,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when applying for a loan or mortgage situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",Pew_American_Trends_Panel_W43,
20,20,RACESURV5f_W43,"Overall, how does being Jewish affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_W43,
67,67,NEIGHSAMEA_W32,"As far as you know, how many of your neighbors are the same race or ethnicity as you","['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']",Pew_American_Trends_Panel_W32,
82,82,MOVESUBURB_W32,"If you could move to a different community, would you want to","['Stay in a suburban area', 'Move to an urban area', 'Move to a rural area', 'Refused']",Pew_American_Trends_Panel_W32,
77,77,GAP21Q33_s_W82,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing legal immigrations into the US should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']",Pew_American_Trends_Panel_W82,
55,55,PP5e_W49,"How confident are you, if at all, that companies will be held accountable by the government if they misuse or compromise your data?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not confident at all', 'Refused']",Pew_American_Trends_Panel_W49,
49,49,SOCIETY_RHIST_W92,Do you think increased public attention to the history of slavery and racism in America is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']",Pew_American_Trends_Panel_W92,
59,59,WHYNOTBIZF2N_W36,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women are less likely than men to ask for promotions and raises","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
28,28,WHADVANT_W92,"In general, how much do White people benefit from advantages in society that Black people do not have?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",Pew_American_Trends_Panel_W92,
66,66,SMLIKESb_W45,How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W45,66.0
48,48,WHYNOTBIZF2B_W36,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women in business face gender discrimination","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
47,47,ROMRELDUR_W50,How long have you been in your current romantic relationship?,"['Less than 3 months', '3 months to less than 6 months', '6 months to less than 1 year', '1 year to less than 3 years', '3 years to less than 5 years', '5 years or more', 'Refused']",Pew_American_Trends_Panel_W50,47.0
23,23,GAP21Q13_b_W82,"Thinking about the US, how much would you say the healthcare system needs to be changed, if at all?","['It needs to be completely reformed', 'It needs major changes', 'It needs minor changes', ""It doesn't need to be changed"", 'Refused']",Pew_American_Trends_Panel_W82,
51,51,WHYNOTBIZF2F_W36,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't make as good managers as men","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
64,64,IDIMPORT_W43,How important is your racial background to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W43,
29,29,GAP21Q15_d_W82,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Military","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']",Pew_American_Trends_Panel_W82,
91,91,GAYMARR2_W32,"As you may know, same-sex marriage is now legal in the U.S. Do you think this is a good thing or a bad thing for our society?","['Very good thing', 'Somewhat good thing', 'Somewhat bad thing', 'Very bad thing', 'Refused']",Pew_American_Trends_Panel_W32,
61,61,NEIGHINTERA_W32,"In general, how often, if ever, would you say you have face-to-face conversations with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']",Pew_American_Trends_Panel_W32,
32,32,GAP21Q17_W82,"In making international policy decisions, to what extent, if at all, do you think the US takes into account the interests of other countries around the world?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",Pew_American_Trends_Panel_W82,
29,31,GUNACCESS_W26,"Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you","['All of the time', 'Most of the time', 'Only some of the time', 'Never', 'Refused']",Pew_American_Trends_Panel_W26,
22,22,RACESURV5h_W43,"Overall, how does being an evangelical Christian affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_W43,
43,43,INEQ4_a_W54,"How much responsibility, if any, should the federal government have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']",Pew_American_Trends_Panel_W54,
33,35,GUNLOADED2_W26,"In general, is the gun in your home kept loaded, or not?","['Yes, kept loaded', 'No, not kept loaded', 'Refused']",Pew_American_Trends_Panel_W26,
60,60,GOVREGV1_W49,How much government regulation of what companies can do with their customers' personal information do you think there should be?,"['More regulation', 'Less regulation', 'About the same amount', 'Refused']",Pew_American_Trends_Panel_W49,
