Unnamed,Unnamed: 0,key,question,options,survey,Unnamed: 0.1
100,100,TRAITPOLWF1A_W36,"In general, how do you think being decisive impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
89,89,GAP21Q38_b_W82,"How much, if at all, do you think the US benefits from being a member of the United Nations organizations?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",Pew_American_Trends_Panel_W82,
39,41,GUNCONTRIBF_W26,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",Pew_American_Trends_Panel_W26,
81,81,PQ4_F2Bb_W42,"Thinking about environmental health specialists, how often would you say they provide fair and accurate information when making recommendations","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_W42,
7,7,GOVPRIORITYb_W54,How much of a priority should the following be for the federal government to address: Reducing illegal immigration,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W54,
48,48,WRKTRN1F2_W41,"Over the next 30 years, who should be most responsible for making sure young adults have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']",Pew_American_Trends_Panel_W41,
15,17,REASONGUNA_W26,"Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. For protection","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W26,
37,37,WHYNOTPOLF1C_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Family responsibilities make it harder for women to run for higher office,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
9,11,FEM2_W29,"Now thinking about how you see yourself, would you describe yourself as","['Very womanly or feminine', 'Somewhat womanly or feminine', 'Not too womanly or feminine', 'Not at all womanly or feminine', 'Refused']",Pew_American_Trends_Panel_W29,9.0
30,32,GUNLOCKED1_W26,"In general, as far as you know, how many of the guns in your home would you say are kept in a locked place?","['All are kept in a locked place', 'Some are kept in a locked place and some are not', 'None are kept in a locked place', 'Refused']",Pew_American_Trends_Panel_W26,
75,75,GAP21Q33_q_W82,"Thinking about long-range foreign policy goals, how much priority, if any, do you think getting other countries to assume more of the costs of maintaining world order should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']",Pew_American_Trends_Panel_W82,
74,74,FAMSURV26a_W50,"How much pressure, if any, do you feel from your partner to marry your partner?","['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']",Pew_American_Trends_Panel_W50,74.0
7,7,WORRYF_W26,"How much, if at all, do you worry about the following happening to you? Being the victim of a mass shooting","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']",Pew_American_Trends_Panel_W26,
69,69,INEQ8_g_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W54,
55,55,INEQ5_h_W54,"How much, if at all, do you think the different life choices people make contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']",Pew_American_Trends_Panel_W54,
71,73,TALK_CPS_W29,"In the last 12 months, how often did you talk with any of your neighbors?","['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']",Pew_American_Trends_Panel_W29,71.0
19,19,ESSENBIZF2J_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36,
35,35,CONCERNGRPa_W49,"How concerned are you, if at all, about how much personal information law enforcement agencies might know about you?","['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']",Pew_American_Trends_Panel_W49,
54,54,RACESURV21_W43,"How often, if ever, did your family talk to you about challenges you might face because of your race or ethnicity?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']",Pew_American_Trends_Panel_W43,
46,48,GROWUPGUN6_W26,"How often, if ever, did you go shooting or to a gun range when you were growing up?","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']",Pew_American_Trends_Panel_W26,
0,0,NEWS_PLATFORMg_W45,"Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a social media site (such as Facebook, Twitter, or Snapchat)","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']",Pew_American_Trends_Panel_W45,0.0
40,40,GOVPRIOiF1_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for roads, bridges and other infrastructure?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W41,
43,45,GROWUPGUN2B_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For hunting,"['Yes, was a reason', 'No, was not a reason', 'Refused']",Pew_American_Trends_Panel_W26,
17,19,REASONGUNC_W26,"Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. For sport shooting, including target shooting and trap and skeet","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W26,
54,54,GAP21Q28_W82,"How confident are you, if at all, that the actions taken by the international community will significantly reduce the effects of global climate change?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",Pew_American_Trends_Panel_W82,
8,8,ESSENPOLF1H_W36,"In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36,
58,60,GUNRESPKIDSD_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W26,
111,111,TRAITPOLMF1E_W36,"In general, how do you think being assertive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
80,80,GAP21Q34_b_W82,"Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do deal effectively with the threat of terrorism?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",Pew_American_Trends_Panel_W82,
41,41,WHYNOTPOLF1G_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women who run for office are held to higher standards than men,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
35,35,WHYNOTPOLF1A_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Many Americans aren't ready to elect a woman to higher office,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
36,36,GOVPRIOe_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the gap between the rich and the poor?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W41,
28,28,FTRWORRYf_W41,"Still thinking about the future of our country, how worried are you, if at all, about climate change?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']",Pew_American_Trends_Panel_W41,
89,89,BETTERBIZ1F2H_W36,"In general, do you think men or women in top executive business positions are better at negotiating profitable deals?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
119,119,DNA2b_W50,Was to get information about your health or family medical history a reason you used a mail-in DNA testing service?,"['Yes, a reason', 'No, not a reason', 'Refused']",Pew_American_Trends_Panel_W50,119.0
31,31,ECON4_a_W54,"Thinking about your own household's financial situation, how much, if at all, does the availability of jobs in your area affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",Pew_American_Trends_Panel_W54,
20,20,TRACKCO1b_W49,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?","['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']",Pew_American_Trends_Panel_W49,
83,83,SOLVPROBc_W41,"In the future, what kind of an impact do you think religious groups will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_W41,
87,87,SOLVPROBg_W41,"In the future, what kind of an impact do you think the military will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_W41,
88,88,GAP21Q38_a_W82,"How much, if at all, do you think the US benefits from being a member of north Atlantic Treaty Organization, or NATO organizations?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",Pew_American_Trends_Panel_W82,
81,81,BETTERPOL2F1F_W36,"And thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with gun policy?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
53,53,GAP21Q27_W82,"Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly","[""Benefit America's economy"", ""Harm America's economy"", ""Have no impact on America's economy"", 'Refused']",Pew_American_Trends_Panel_W82,
17,17,COMMIMPA_W32,"How important is it to you, personally, to live in a community with access to art, music and theater","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W32,
74,74,INTRMAR_W41,"According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']",Pew_American_Trends_Panel_W41,
128,128,TRAITBIZMF2G_W36,"In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
9,9,GOVPRIORITYd_W54,How much of a priority should the following be for the federal government to address: Addressing climate change,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W54,
55,55,FAMSURV20_W50,When you started living with your partner did you think about it as a step toward marriage?,"['Yes, thought of it as a step toward marriage', 'No, did not think of it as a step toward marriage', 'Refused']",Pew_American_Trends_Panel_W50,55.0
45,45,PAR1_W50,"In general, do you think you do","['Too much for your adult child(ren) ages 18 to 29', 'Too little for your adult child(ren) ages 18 to 29', 'About the right amount', 'Refused']",Pew_American_Trends_Panel_W50,45.0
14,14,ESSENBIZF2E_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W36,
40,40,GAP21Q21_a_W82,"In the US, how strong, if at all, are conflicts between people who support different political parties?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']",Pew_American_Trends_Panel_W82,
96,96,BETTERBIZ2F2C_W36,"In general, do you think men or women would do a better job running a large bank or financial institution types of companies?","['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
21,25,EAT5B_W34,"How much health risk, if any, does eating meat from animals that have been given antibiotics or hormones have for the average person over the course of their lifetime?","['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']",Pew_American_Trends_Panel_W34,
105,105,TRAITPOLWF1F_W36,"In general, how do you think showing emotions impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
75,75,FAMSURV26b_W50,"How much pressure, if any, do you feel from family members to marry your partner?","['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']",Pew_American_Trends_Panel_W50,75.0
60,60,INEQ5_m_W54,"How much, if at all, do you think the growing number of legal immigrants working in the U.S. contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']",Pew_American_Trends_Panel_W54,
83,83,MOVERURAL_W32,"If you could move to a different community, would you want to","['Stay in a rural area', 'Move to an urban area', 'Move to a suburban area', 'Refused']",Pew_American_Trends_Panel_W32,
30,30,GAP21Q15_e_W82,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Technological achievements","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']",Pew_American_Trends_Panel_W82,
124,124,TRAITBIZMF2C_W36,"In general, how do you think being ambitious impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
