Unnamed,Unnamed: 0,key,question,options,survey,Unnamed: 0.1
83,83,GAP21Q34_e_W82,"Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do improve relationships with our allies?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",Pew_American_Trends_Panel_W82,
70,70,INEQ8_h_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W54,
4,4,GAP21Q4_b_W82,Do you have a favorable or unfavorable opinion of China,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']",Pew_American_Trends_Panel_W82,
60,60,FUTRCLASSc_W41,"Over the next 30 years, do you think the share of Americans who are lower class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']",Pew_American_Trends_Panel_W41,
35,35,INFOCREATEa_W45,How much made-up news and information do you think is created by journalists,"['A lot', 'Some', 'Not much', 'None', 'Refused']",Pew_American_Trends_Panel_W45,35.0
15,15,USEXCEPT_W92,Which of these statements best describes your opinion about the United States?,"['The U.S. stands above all other countries in the world', 'The U.S. is one of the greatest countries in the world, along with some others', 'There are other countries that are better than the U.S.', 'Refused']",Pew_American_Trends_Panel_W92,
36,36,RACESURV14_W43,Would you say President Trump has,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']",Pew_American_Trends_Panel_W43,
51,51,AUTOWKPLC_W41,"Overall, has the automation of jobs through new technology in the workplace","['Mostly helped American workers', 'Mostly hurt American workers', 'Neither helped nor hurt', 'Refused']",Pew_American_Trends_Panel_W41,
10,10,EAT2_W34,How often do you choose foods to eat because they are easy and most convenient?,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']",Pew_American_Trends_Panel_W34,
98,98,BETTERBIZ2F2E_W36,"In general, do you think men or women would do a better job running a major hospital types of companies?","['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
119,119,TRAITBIZWF2E_W36,"In general, how do you think being assertive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
97,97,WORRY2a_W54,"How often, if ever, do you worry about the amount of debt you have?","['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']",Pew_American_Trends_Panel_W54,
58,58,INEQ5_k_W54,"How much, if at all, do you think discrimination against racial and ethnic minorities contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']",Pew_American_Trends_Panel_W54,
99,99,BETTERBIZ2F2F_W36,"In general, do you think men or women would do a better job running a professional sports team types of companies?","['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
81,81,NEWSPROBe_W45,How much of a problem is journalists inserting their own views when it comes to how the public stays informed about the basic facts of current issues and events?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']",Pew_American_Trends_Panel_W45,81.0
96,96,RACESURV47a_W43,"For each, please indicate if you, personally, think it is acceptable. A sports team using Native American tribal names or images as mascots","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W43,
47,47,WHYNOTBIZF2A_W36,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Many businesses are not ready to hire women for top executive positions","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
64,64,INEQ8_b_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at both public two-year and four-year colleges","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W54,
28,32,FUD35_W34,"How much do you, personally, care about the issue of genetically modified foods?","['A great deal', 'Some', 'Not too much', 'Not at all', 'Refused']",Pew_American_Trends_Panel_W34,
86,86,BETTERBIZ1F2E_W36,"In general, do you think men or women in top executive business positions are better at being willing to take risks?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
1,1,RACESURV1b_W43,"For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?","['In a better situation than I expected', 'In a worse situation than I expected', 'About where I expected', 'Refused']",Pew_American_Trends_Panel_W43,
68,68,RACESURV28d_W43,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in dealing with the police situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",Pew_American_Trends_Panel_W43,
29,33,FUD37A_W34,How likely is it that genetically modified foods will lead to more affordably-priced food,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']",Pew_American_Trends_Panel_W34,
73,73,GODMORALIMP_W92,"Regardless of your own religious beliefs, how important, if at all, do you think it is for a person to believe in God in order to be considered good and moral?","['Essential', 'Important, but not essential', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W92,
46,46,WHYNOTPOLF1L_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Sexual harassment creates an environment that makes it harder for women to succeed in politics,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
38,38,GOVPRIOgF1_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the number of undocumented immigrants coming into the U.S.?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W41,
69,69,HARASS3NOWRKF2_W41,"Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women, or hasn't it made much difference?","['Has made it easier for men', 'Has made it harder for men', ""Hasn't made much difference"", 'Refused']",Pew_American_Trends_Panel_W41,
21,21,RACESURV5g_W43,"Overall, how does being Muslim affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_W43,
80,80,NEWSPROBd_W45,How much of a problem is too much news to keep up with when it comes to how the public stays informed about the basic facts of current issues and events?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']",Pew_American_Trends_Panel_W45,80.0
40,40,MADEUPOFT_W45,How often do you come across made-up news and information that is intended to mislead the public?,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']",Pew_American_Trends_Panel_W45,40.0
67,67,FAMSURV23d_W50,"Thinking back to when you started living with your partner, how much, if at all, was wanted to have children someday a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W50,67.0
45,45,MADEUPTOPICb_W45,How much made-up news and information do you think is created about entertainment and celebrities topics?,"['A lot', 'Some', 'Not much', 'None', 'Refused']",Pew_American_Trends_Panel_W45,45.0
63,63,INEQ8_a_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing the federal minimum wage","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W54,
37,37,CONCERNGRPc_W49,"How concerned are you, if at all, about how much personal information your employer might know about you?","['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']",Pew_American_Trends_Panel_W49,
50,50,WHYNOTBIZF2D_W36,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't tough enough for business","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
47,47,MADEUPTOPICd_W45,How much made-up news and information do you think is created about Health and medicine topics?,"['A lot', 'Some', 'Not much', 'None', 'Refused']",Pew_American_Trends_Panel_W45,47.0
38,38,RQ4_F1Bd_W42,"Thinking about environmental research scientists, how often would you say they are transparent about potential conflicts of interest with industry groups in their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_W42,
99,99,WORRY2c_W54,"How often, if ever, do you worry about paying your bills?","['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']",Pew_American_Trends_Panel_W54,
24,24,RQ4_F1Ae_W42,"Thinking about medical research scientists, how often would you say they care about the best interests of the public","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_W42,
55,55,WHYNOTBIZF2J_W36,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't encouraged to pursue leadership positions from an early age","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
101,101,WORRY2e_W54,"How often, if ever, do you worry about being able to save enough for your retirement?","['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']",Pew_American_Trends_Panel_W54,
48,48,SOCIETY_TRANS_W92,Do you think greater social acceptance of people who are transgender (people who identify as a gender that is different from the sex they were assigned at birth) is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']",Pew_American_Trends_Panel_W92,
115,115,FAMSURV43_W50,"In general, how much, if at all, would you say that your adult child(ren) ages 18 to 29 rely on you for emotional support?","['A lot', 'Some', 'Only a little', 'Not at all', 'Refused']",Pew_American_Trends_Panel_W50,115.0
11,11,GOVPRIORITYf_W54,How much of a priority should the following be for the federal government to address: Reducing gun violence,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W54,
101,101,RACESURV47f_W43,"For each, please indicate if you, personally, think it is acceptable. A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W43,
71,71,MARRYPREF1_W50,"Thinking about the future, would you say you","['Want to get married someday', ""Don't want to get married"", 'Are not sure if you want to get married', 'Refused']",Pew_American_Trends_Panel_W50,71.0
92,92,GAP21Q41_W82,"Overall, do you think current economic relations between the US and China are very good, somewhat good, somewhat bad or very bad?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']",Pew_American_Trends_Panel_W82,
114,114,FAMSURV40_W50,"In the past 12 months, how much financial help, if any, did you receive from a parent?","['A lot', 'Some', 'Only a little', 'None at all', 'Refused']",Pew_American_Trends_Panel_W50,114.0
26,26,GAP21Q15_a_W82,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Healthcare system","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']",Pew_American_Trends_Panel_W82,
33,33,IMPROVE2_W36,"How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for men?","['A lot', 'Some', 'Not much', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W36,
33,33,GOVPRIOb_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for education?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W41,
57,57,GAP21Q31_W82,"How important, if at all, is it that the US is generally respected by other countries around the world?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W82,
42,42,FAMSURV16_W50,Which of the following best describes your current situation? Would you say you,"['Would like to be in a romantic relationship', ""Don't want to be in a romantic relationship"", ""Doesn't make much difference"", 'Refused']",Pew_American_Trends_Panel_W50,42.0
