Unnamed,Unnamed: 0,key,question,options,survey,Unnamed: 0.1
111,111,TRAITPOLMF1E_W36,"In general, how do you think being assertive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
80,80,GAP21Q34_b_W82,"Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do deal effectively with the threat of terrorism?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",Pew_American_Trends_Panel_W82,
41,41,WHYNOTPOLF1G_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women who run for office are held to higher standards than men,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
35,35,WHYNOTPOLF1A_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Many Americans aren't ready to elect a woman to higher office,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
36,36,GOVPRIOe_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the gap between the rich and the poor?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W41,
28,28,FTRWORRYf_W41,"Still thinking about the future of our country, how worried are you, if at all, about climate change?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']",Pew_American_Trends_Panel_W41,
89,89,BETTERBIZ1F2H_W36,"In general, do you think men or women in top executive business positions are better at negotiating profitable deals?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
83,83,SOLVPROBc_W41,"In the future, what kind of an impact do you think religious groups will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_W41,
87,87,SOLVPROBg_W41,"In the future, what kind of an impact do you think the military will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_W41,
81,81,BETTERPOL2F1F_W36,"And thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with gun policy?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
53,53,GAP21Q27_W82,"Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly ""Benefit America's economy"", ""Harm America's economy"", ""Have no impact on America's economy""","[""Benefit America's economy"", ""Harm America's economy"", ""Have no impact on America's economy"", 'Refused']",Pew_American_Trends_Panel_W82,
74,74,INTRMAR_W41,"According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']",Pew_American_Trends_Panel_W41,
9,9,GOVPRIORITYd_W54,How much of a priority should the following be for the federal government to address: Addressing climate change,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_W54,
96,96,BETTERBIZ2F2C_W36,"In general, do you think men or women would do a better job running a large bank or financial institution types of companies?","['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
105,105,TRAITPOLWF1F_W36,"In general, how do you think showing emotions impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
60,60,INEQ5_m_W54,"How much, if at all, do you think the growing number of legal immigrants working in the U.S. contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']",Pew_American_Trends_Panel_W54,
102,102,RACESURV48_W43,"How important, if at all, would you say it is for companies and organizations to promote racial and ethnic diversity in their workplace?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W43,
62,62,HARASS1F1b_W41,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say employers firing men who have been accused of sexual harassment or assault before finding ou is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']",Pew_American_Trends_Panel_W41,
19,19,RACESURV5e_W43,"Overall, how does being Native American affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_W43,
43,43,WHYNOTPOLF1I_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Not as many women are interested in holding higher office,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
24,24,RACESURV5j_W43,"Overall, how does being a woman affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_W43,
26,26,RACESURV5l_W43,"Overall, how does being wealthy affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_W43,
93,93,RACESURV41_W43,How many white people in our country do you think would confront a white friend or family member if they made a racist or racially insensitive comment or joke about people who are black?,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W43,
32,32,IMPROVE1_W36,"How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for women?","['A lot', 'Some', 'Not much', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W36,
79,79,GAP21Q34_a_W82,"Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do make good decisions about international trade?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",Pew_American_Trends_Panel_W82,
65,65,INEQ8_c_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing taxes on the wealthiest Americans","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W54,
112,112,TRAITPOLMF1F_W36,"In general, how do you think showing emotions impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
103,103,TRAITPOLWF1D_W36,"In general, how do you think being approachable impacts a woman's chances of getting elected to high political office?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
59,59,INEQ5_l_W54,"How much, if at all, do you think the growing number of illegal immigrants working in the U.S. contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']",Pew_American_Trends_Panel_W54,
83,83,GAP21Q34_e_W82,"Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do improve relationships with our allies?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",Pew_American_Trends_Panel_W82,
36,36,RACESURV14_W43,Would you say President Trump has Made progress toward improving race relations Tried but failed to make progress toward improving race relations Not addressed race relations Made race relations worse' ,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']",Pew_American_Trends_Panel_W43,
58,58,INEQ5_k_W54,"How much, if at all, do you think discrimination against racial and ethnic minorities contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']",Pew_American_Trends_Panel_W54,
47,47,WHYNOTBIZF2A_W36,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Many businesses are not ready to hire women for top executive positions","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
68,68,RACESURV28d_W43,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in dealing with the police situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",Pew_American_Trends_Panel_W43,
73,73,GODMORALIMP_W92,"Regardless of your own religious beliefs, how important, if at all, do you think it is for a person to believe in God in order to be considered good and moral?","['Essential', 'Important, but not essential', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_W92,
46,46,WHYNOTPOLF1L_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Sexual harassment creates an environment that makes it harder for women to succeed in politics,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
69,69,HARASS3NOWRKF2_W41,"Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women, or hasn't it made much difference?","['Has made it easier for men', 'Has made it harder for men', ""Hasn't made much difference"", 'Refused']",Pew_American_Trends_Panel_W41,
21,21,RACESURV5g_W43,"Overall, how does being Muslim affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_W43,
63,63,INEQ8_a_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing the federal minimum wage","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W54,
50,50,WHYNOTBIZF2D_W36,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't tough enough for business","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
48,48,SOCIETY_TRANS_W92,Do you think greater social acceptance of people who are transgender (people who identify as a gender that is different from the sex they were assigned at birth) is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']",Pew_American_Trends_Panel_W92,
26,26,GAP21Q15_a_W82,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Healthcare system","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']",Pew_American_Trends_Panel_W82,
33,33,IMPROVE2_W36,"How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for men?","['A lot', 'Some', 'Not much', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W36,
7,7,FAMSURV2Mc_W50,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W50,7.0
39,39,USMILSIZ_W92,"Thinking about the size of America's military, do you think it should be 'Reduced a great deal', 'Reduced somewhat', 'Kept about as is', 'Increased somewhat', 'Increased a great deal'","['Reduced a great deal', 'Reduced somewhat', 'Kept about as is', 'Increased somewhat', 'Increased a great deal', 'Refused']",Pew_American_Trends_Panel_W92,
71,71,BETTERPOL1F1E_W36,"In general, do you think men or women in high political offices are better at being willing to take risks?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
46,46,RACESURV18f_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W43,
36,36,WHYNOTPOLF1B_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women in politics face gender discrimination,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
44,44,WHYNOTPOLF1J_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women aren't encouraged to pursue leadership positions from an early age,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
71,71,INEQ8_i_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding government benefits for the poor","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_W54,
52,52,WHYNOTBIZF2G_W36,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women are held to higher standards than men","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
95,95,RACESURV45_W43,How many black people in our country do you think would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white?,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W43,
83,83,ECON5_h_W54,Do you think the country's current economic conditions are helping or hurting people who are black?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",Pew_American_Trends_Panel_W54,
